Date,Area,Location,CommonName,SpeciesName,Fate,Reason.for.euthanasia,Marine.Park,Latitude,Longitude
2/10/2022,Capricorn Coast,Cooee Bay,Green Turtle,Chelonia Mydas,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
3/10/2022,Capricorn Coast,Emu Park,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
4/10/2022,Townsville,Palarenda Beach,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
7/10/2022,Capricorn Coast,Emu Park,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
7/10/2022,Capricorn Coast,Fishermans Beach,Bull Whaler,Carcharhinus Leucas,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
7/10/2022,Townsville,Nelly Bay,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
8/10/2022,Capricorn Coast,Fishermans Beach,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
8/10/2022,Capricorn Coast,Fishermans Beach,Green Turtle,Chelonia Mydas,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
8/10/2022,Capricorn Coast,Tanby Point,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
8/10/2022,Capricorn Coast,Tanby Point,Sharptooth/Lemon Shark,Negaprion Acutidens,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
9/10/2022,Capricorn Coast,Emu Park,Bull Whaler,Carcharhinus Leucas,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
15/10/2022,Capricorn Coast,Emu Park,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
15/10/2022,Capricorn Coast,Emu Park,Bull Whaler,Carcharhinus Leucas,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
15/10/2022,Capricorn Coast,Emu Park,Green Turtle,Chelonia Mydas,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
15/10/2022,Capricorn Coast,Emu Park,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
15/10/2022,Capricorn Coast,Emu Park,Pigeye Whaler,Carcharhinus Amboinensis,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
15/10/2022,Townsville,Picnic Bay,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
15/10/2022,Townsville,Nelly Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
19/10/2022,Capricorn Coast,Emu Park,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
19/10/2022,Capricorn Coast,Emu Park,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
19/10/2022,Mackay,Bucasia Beach,Sharptooth/Lemon Shark,Negaprion Acutidens,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
19/10/2022,Townsville,Horseshoe Bay,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
21/10/2022,Capricorn Coast,Tanby Point,Bull Whaler,Carcharhinus Leucas,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
21/10/2022,Gladstone,Tannum Sands,Long Nose Whaler,Carcharhinus Brevipinna,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
22/10/2022,Capricorn Coast,Yeppoon Beach,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
23/10/2022,Capricorn Coast,Tanby Point,Green Turtle,Chelonia Mydas,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
27/10/2022,Cairns,Ellis Beach,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
28/10/2022,Capricorn Coast,Fishermans Beach,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
28/10/2022,Capricorn Coast,Mullambin Beach,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
28/10/2022,Townsville,Florence Bay,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
28/10/2022,Townsville,Horseshoe Bay,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
29/10/2022,Mackay,Blacks Beach,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
29/10/2022,Cairns,Clifton,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
29/10/2022,Mackay,Bucasia Beach,Great Hammerhead,Sphyrna Mokarran,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
29/10/2022,Gladstone,Tannum Sands,Milk Shark,Rhizoprionodon Acutus,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
30/10/2022,Gladstone,Tannum Sands,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
31/10/2022,Capricorn Coast,Tanby Point,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
31/10/2022,Capricorn Coast,Tanby Point,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
2/11/2022,Townsville,Nelly Bay,Blacktip Reef Whaler,Carcharhinus Melanopterus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
2/11/2022,Cairns,Buchans,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
2/11/2022,Gladstone,Tannum Sands,Tiger Shark,Galeocerdo Cuvier,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
3/11/2022,Townsville,Alma Bay,Great Hammerhead,Sphyrna Mokarran,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
3/11/2022,Gladstone,Tannum Sands,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
3/11/2022,Townsville,Horseshoe Bay,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
9/11/2022,Townsville,Florence Bay,Blacktip Reef Whaler,Carcharhinus Melanopterus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
10/11/2022,Townsville,Radical Bay,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
10/11/2022,Townsville,Radical Bay,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
10/11/2022,Townsville,Nelly Bay,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
11/11/2022,Capricorn Coast,Emu Park,Bull Whaler,Carcharhinus Leucas,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
11/11/2022,Capricorn Coast,Fishermans Beach,Pigeye Whaler,Carcharhinus Amboinensis,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
11/11/2022,Townsville,Horseshoe Bay,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
11/11/2022,Townsville,Florence Bay,Scalloped Hammerhead,Sphyrna Lewini,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
12/11/2022,Capricorn Coast,Emu Park,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
12/11/2022,Capricorn Coast,Fishermans Beach,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
12/11/2022,Capricorn Coast,Tanby Point,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
12/11/2022,Capricorn Coast,Emu Park,Bull Whaler,Carcharhinus Leucas,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
12/11/2022,Capricorn Coast,Emu Park,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
12/11/2022,Capricorn Coast,Tanby Point,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
12/11/2022,Townsville,Horseshoe Bay,Tiger Shark,Galeocerdo Cuvier,Euthanised,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
12/11/2022,Townsville,Palarenda Beach,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
13/11/2022,Capricorn Coast,Lammermoor Beach,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
13/11/2022,Capricorn Coast,Tanby Point,Bull Whaler,Carcharhinus Leucas,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
14/11/2022,Capricorn Coast,Emu Park,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
14/11/2022,Capricorn Coast,Fishermans Beach,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
14/11/2022,Capricorn Coast,Fishermans Beach,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
15/11/2022,Capricorn Coast,Tanby Point,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
17/11/2022,Capricorn Coast,Emu Park,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
17/11/2022,Capricorn Coast,Emu Park,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
18/11/2022,Capricorn Coast,Emu Park,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
19/11/2022,Mackay,Blacks Beach,Sharptooth/Lemon Shark,Negaprion Acutidens,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
19/11/2022,Cairns,Holloways,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
19/11/2022,Cairns,Palm Cove,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
19/11/2022,Townsville,Palarenda Beach,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
23/11/2022,Townsville,Palarenda Beach,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
24/11/2022,Townsville,Nelly Bay,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
25/11/2022,Townsville,Nelly Bay,Blacktip Reef Whaler,Carcharhinus Melanopterus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
25/11/2022,Townsville,Nelly Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
25/11/2022,Townsville,Nelly Bay,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
26/11/2022,Cairns,Holloways,Scalloped Hammerhead,Sphyrna Lewini,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
27/11/2022,Capricorn Coast,Mullambin Beach,Flatback Turtle,Natator Depressus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
28/11/2022,Capricorn Coast,Emu Park,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
30/11/2022,Townsville,Alma Bay,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
30/11/2022,Townsville,Palarenda Beach,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
30/11/2022,Cairns,Buchans,Tawny Shark,Nebrius Ferrugineus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
1/12/2022,Cairns,Holloways,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
1/12/2022,Cairns,Yorkeys,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
1/12/2022,Townsville,Palarenda Beach,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
3/12/2022,Cairns,Holloways,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
5/12/2022,Capricorn Coast,Tanby Point,Bull Whaler,Carcharhinus Leucas,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
5/12/2022,Capricorn Coast,Mullambin Beach,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
5/12/2022,Capricorn Coast,Emu Park,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
5/12/2022,Capricorn Coast,Emu Park,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
5/12/2022,Capricorn Coast,Emu Park,Sandbar Whaler,Carcharhinus Plumbeus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
6/12/2022,Capricorn Coast,Emu Park,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
6/12/2022,Capricorn Coast,Mullambin Beach,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
6/12/2022,Capricorn Coast,Mullambin Beach,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
6/12/2022,Capricorn Coast,Tanby Point,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
6/12/2022,Gladstone,Tannum Sands,Bull Whaler,Carcharhinus Leucas,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
6/12/2022,Cairns,Holloways,Tiger Shark,Galeocerdo Cuvier,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
7/12/2022,Capricorn Coast,Farnborough Beach,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
7/12/2022,Townsville,Alma Bay,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
8/12/2022,Capricorn Coast,Cooee Bay,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
8/12/2022,Townsville,Alma Bay,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
8/12/2022,Capricorn Coast,Tanby Point,White-Spotted Guitarfish,Rhynchobatus Australiae,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
12/12/2022,Capricorn Coast,Tanby Point,Bull Whaler,Carcharhinus Leucas,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
12/12/2022,Capricorn Coast,Fishermans Beach,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
12/12/2022,Cairns,Ellis Beach,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
13/12/2022,Capricorn Coast,Fishermans Beach,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
13/12/2022,Capricorn Coast,Tanby Point,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
13/12/2022,Gladstone,Tannum Sands,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
13/12/2022,Gladstone,Tannum Sands,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
13/12/2022,Gladstone,Tannum Sands,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
14/12/2022,Capricorn Coast,Fishermans Beach,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
15/12/2022,Capricorn Coast,Farnborough Beach,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
16/12/2022,Townsville,Nelly Bay,Australian Blacktip,Carcharhinus Tilstoni,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
16/12/2022,Capricorn Coast,Emu Park,Common Blacktip Whaler,Carcharhinus Limbatus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
16/12/2022,Cairns,Palm Cove,Sharptooth/Lemon Shark,Negaprion Acutidens,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
22/12/2022,Capricorn Coast,Emu Park,Bull Whaler,Carcharhinus Leucas,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
23/12/2022,Townsville,Picnic Bay,Australian Blacktip,Carcharhinus Tilstoni,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
23/12/2022,Capricorn Coast,Emu Park,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
23/12/2022,Capricorn Coast,Tanby Point,Bull Whaler,Carcharhinus Leucas,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
23/12/2022,Townsville,Horseshoe Bay,Bull Whaler,Carcharhinus Leucas,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
23/12/2022,Capricorn Coast,Yeppoon Beach,Jewfish,Sciaenidae,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
23/12/2022,Mackay,Blacks Beach,Long Nose Whaler,Carcharhinus Brevipinna,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
23/12/2022,Capricorn Coast,Fishermans Beach,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
23/12/2022,Capricorn Coast,Cooee Bay,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
23/12/2022,Capricorn Coast,Farnborough Beach,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
23/12/2022,Capricorn Coast,Emu Park,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
23/12/2022,Townsville,Radical Bay,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
23/12/2022,Townsville,Florence Bay,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
23/12/2022,Townsville,Nelly Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
24/12/2022,Capricorn Coast,Farnborough Beach,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
24/12/2022,Capricorn Coast,Farnborough Beach,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
24/12/2022,Capricorn Coast,Mullambin Beach,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
24/12/2022,Capricorn Coast,Yeppoon Beach,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
24/12/2022,Capricorn Coast,Emu Park,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
24/12/2022,Capricorn Coast,Fishermans Beach,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
24/12/2022,Townsville,Alma Bay,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
27/12/2022,Townsville,Florence Bay,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
29/12/2022,Capricorn Coast,Emu Park,Bull Whaler,Carcharhinus Leucas,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
29/12/2022,Townsville,Florence Bay,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
29/12/2022,Townsville,Horseshoe Bay,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
29/12/2022,Townsville,Radical Bay,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
29/12/2022,Townsville,Radical Bay,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
4/7/2016,Capricorn Coast,Emu Park,Tiger Shark,Galeocerdo Cuvier,Euthanised,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
5/7/2016,Mackay,Eimeo Beach,Tiger Shark,Galeocerdo Cuvier,Euthanised,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
6/7/2016,Townsville,Horseshoe Bay,Fantail Ray,Pastinachus Atrus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
9/7/2016,Gladstone,Tannum Sands,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
16/7/2016,Townsville,Palarenda Beach,Great Hammerhead,Sphyrna Mokarran,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
16/7/2016,Townsville,Radical Bay,Tiger Shark,Galeocerdo Cuvier,Euthanised,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
18/7/2016,Townsville,Nelly Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
19/7/2016,Townsville,Nelly Bay,Great Hammerhead,Sphyrna Mokarran,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
20/7/2016,Cairns,Ellis Beach,Tiger Shark,Galeocerdo Cuvier,Euthanised,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
22/7/2016,Mackay,Eimeo Beach,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
23/7/2016,Cairns,Clifton,Long Nose Whaler,Carcharhinus Brevipinna,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
27/7/2016,Townsville,Radical Bay,Australian Blacktip,Carcharhinus Tilstoni,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
27/7/2016,Gladstone,Tannum Sands,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
27/7/2016,Townsville,Radical Bay,Tiger Shark,Galeocerdo Cuvier,Euthanised,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
30/7/2016,Townsville,Florence Bay,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
2/8/2016,Gladstone,Tannum Sands,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
2/8/2016,Townsville,Radical Bay,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
2/8/2016,Cairns,Ellis Beach,Slit Eye Shark,Loxodon Macrorhinus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
2/8/2016,Mackay,Bucasia Beach,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
7/8/2016,Cairns,Ellis Beach,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
7/8/2016,Cairns,Trinity,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
9/8/2016,Cairns,Ellis Beach,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
9/8/2016,Mackay,Blacks Beach,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
